# name;mass;orbital_period;discovered;radius;semi_major_axis;star_distance;star_teff;method;star_name
GJ 536 b;;8.7076;2016;;0.06661;10.03;3685.0;Radial Velocity;GJ 536
GJ 229 B;35.0;52890.0;1995;;19.433;5.757;3564.0;Imaging;GJ 229
GJ 581 b;;5.368;2005;;0.041;6.21;3498.0;Radial Velocity;GJ 581
GJ 581 c;;12.919;2007;;0.074;6.21;3498.0;Radial Velocity;GJ 581
GJ 581 e;;3.153;2009;;0.029;6.21;3498.0;Radial Velocity;GJ 581
GJ 625 b;;14.638;2017;;0.078399;6.49;3499.0;Radial Velocity;GJ 625
GJ 649 b;;598.3;2009;;1.135;10.34;3700.0;Radial Velocity;GJ 649
GJ 649 c;;4.4762;2013;;0.043;10.34;3700.0;Radial Velocity;GJ 649
GJ 667 C b;;7.2004;2009;;0.0505;6.84;3600.0;Radial Velocity;GJ 667 C
GJ 667 C c;;28.14;2011;;0.125;6.84;3600.0;Radial Velocity;GJ 667 C
GJ 667 C e;;62.24;2013;;0.213;6.84;3600.0;Radial Velocity;GJ 667 C
GJ 667 C f;;39.026;2013;;0.156;6.84;3600.0;Radial Velocity;GJ 667 C
GJ 667 C g;;256.2;2013;;0.549;6.84;3600.0;Radial Velocity;GJ 667 C
GJ 674 b;;4.6944;2007;1.13;0.039;4.54;3600.0;Radial Velocity;GJ 674
GJ 676 A b;6.7;1052.1;2009;;1.812;16.45;;Radial Velocity;GJ 676 A
GJ 676 A c;6.8;7337.0;2012;;6.6;16.45;;Radial Velocity;GJ 676 A
GJ 676 A d;;3.6;2012;;0.0413;16.45;;Radial Velocity;GJ 676 A
GJ 676 A e;;35.37;2012;;0.187;16.45;;Radial Velocity;GJ 676 A
GJ 682 b;;17.478;2014;;0.08;;3028.0;Radial Velocity;GJ 682
GJ 682 c;;57.32;2014;;0.176;;3028.0;Radial Velocity;GJ 682
GJ 685 b;;24.16;2019;;0.1344;14.42;3816.0;Radial Velocity;GJ 685
GJ 687 b;;38.142;2014;;0.163;4.5;3413.0;Radial Velocity;GJ 687
GJ 687 c;;727.562;2020;;1.165;4.5;3413.0;Radial Velocity;GJ 687
GJ 720A b;;19.47;2021;;0.119;15.557;3837.0;Radial Velocity;GJ 720A
GJ 740 b;;2.37756;2021;;0.029;11.1017;;Radial Velocity;GJ 740
GJ 752 A b;;105.9;2018;;0.3357;5.9116;3557.0;Radial Velocity;GJ 752 A
GJ 504 b;4.0;;2013;0.96;43.5;17.56;6291.0;Imaging;GJ 504
GJ 785 b;;74.72;2010;;0.32;8.911;5144.0;Radial Velocity;GJ 785
GJ 785 c;;525.8;2011;;1.18;8.911;5144.0;Radial Velocity;GJ 785
GJ 832 b;;3660.0;2008;;3.6;4.94;;Radial Velocity;GJ 832
GJ 832 c;;35.68;2014;;0.163;4.94;;Radial Velocity;GJ 832
GJ 849 b;;1914.0;2006;;2.35;9.1;;Radial Velocity;GJ 849
GJ 849 c;;7049.0;2013;;;9.1;;Radial Velocity;GJ 849
GJ 86 b;;15.766;2000;;0.11;10.9;5350.0;Radial Velocity;GJ 86
GJ 876 b;2.3941;61.082;2000;;0.214;4.7;3350.0;Radial Velocity;GJ 876
GJ 876 c;0.7598;30.126;2000;;0.134;4.7;3350.0;Radial Velocity;GJ 876
GJ 876 d;0.021741;1.938;2005;;0.021;4.7;3350.0;Radial Velocity;GJ 876
GJ 876 e;0.04855;124.4;2010;;0.345;4.7;3350.0;Radial Velocity;GJ 876
GJ 887 b;;9.252;2020;;0.068;3.2871;3688.0;Radial Velocity;GJ 887
GJ 887 c;;21.789;2020;;0.12;3.2871;3688.0;Radial Velocity;GJ 887
GJ 9066 b;;241.883;2020;;403.0;4.4716;;Radial Velocity;GJ 9066
GJ 9066 c;;767.887;2020;;0.87;4.4716;;Radial Velocity;GJ 9066
GJ 96 b;;73.94;2018;;0.291;;3785.0;Radial Velocity;GJ 96
GJ 9689 b;;18.27;2021;;0.1139;30.686;3836.0;Radial Velocity;GJ 9689
GJ 9827 b;0.01532;1.2089765;2017;0.13641;0.01866;30.3;4255.0;Primary Transit;GJ 9827
GJ 9827 c;0.00604;3.648086;2017;0.107;0.03896;30.3;4255.0;Primary Transit;GJ 9827
GJ 9827 d;0.01076;6.20183;2017;0.17441;0.0555;30.3;4255.0;Primary Transit;GJ 9827
GP Com b;26.2;0.032;2016;;;;;Radial Velocity;GP Com
GPX-1 b;19.7;1.744579;2020;1.47;0.0338;;7000.0;Primary Transit;GPX-1
GJ 570 D;42.5;;2000;0.855;1500.0;5.91;4758.0;Imaging;GJ 570 ABC
GJ 758 b;37.9;109000.0;2009;;33.0;15.5;5425.0;Imaging;GJ 758
GQ Lup b;0.013;;2005;1.8;32.0;140.0;;Imaging;GQ Lup
GSC 08047-00232 b;25.0;;2003;;;86.2977;;Imaging;GSC 08047-00232
Gaia14aae b;9.24;0.0345;2018;0.603;;258.0;;Primary Transit;Gaia14aae
Gl 378 b;;3.822;2019;;0.039435;14.96;3879.0;Radial Velocity;Gl 378
Gl 686 b;;15.53;2019;;0.0912;8.1593;3663.0;Radial Velocity;Gl 686
Gliese 49 b;;13.8508;2019;;0.0905;9.856;3805.0;Radial Velocity;Gliese 49
HAT-P-1 b;0.525;4.46529976;2006;1.319;0.05561;139.0;5980.0;Primary Transit;HAT-P-1
HAT-P-10 A b;0.46;3.722469;2008;1.045;0.0439;125.0;4980.0;Primary Transit;HAT-P-10 A
HAT-P-11 b;0.0736;4.887802443;2009;0.389;0.053;37.89;4780.0;Primary Transit;HAT-P-11
HAT-P-11 c;2.3;3397.0;2018;;4.13;37.89;4780.0;Radial Velocity;HAT-P-11
HAT-P-12 b;0.210489884529;3.2130598;2009;0.949;0.0384;142.5;4650.0;Primary Transit;HAT-P-12
HAT-P-13 b;0.85;2.916243;2009;1.28;0.0426;214.0;5638.0;Primary Transit;HAT-P-13
HAT-P-13 c;;446.27;2009;;1.186;214.0;5638.0;Radial Velocity;HAT-P-13
HAT-P-14 b;2.444;4.627686;2010;1.01;0.0606;205.0;6600.0;Primary Transit;HAT-P-14
HAT-P-15 b;1.946;10.863502;2010;1.072;0.0964;190.0;5568.0;Primary Transit;HAT-P-15
HAT-P-16 b;4.193;2.77596;2010;1.289;0.0413;235.0;6158.0;Primary Transit;HAT-P-16
HAT-P-17 b;0.534;10.338523;2010;1.01;0.0882;90.0;5246.0;Primary Transit;HAT-P-17
HAT-P-17 c;;1798.0;2010;;2.75;90.0;5246.0;Radial Velocity;HAT-P-17
HAT-P-18 b;0.183;5.508029;2010;0.947;0.0559;166.0;4870.0;Primary Transit;HAT-P-18
HAT-P-19 b;0.292;4.008784;2010;1.132;0.0466;215.0;4990.0;Primary Transit;HAT-P-19
HAT-P-2 b;8.74;5.6334729;2007;0.951;0.0674;118.0;6414.0;Primary Transit;HAT-P-2
HAT-P-20 b;7.246;2.875317;2010;0.867;0.0361;70.0;4595.0;Primary Transit;HAT-P-20
HAT-P-21 b;4.063;4.124461;2010;1.024;0.0494;254.0;5588.0;Primary Transit;HAT-P-21
HAT-P-22 b;2.147;3.21222;2010;1.08;0.0414;82.0;5302.0;Primary Transit;HAT-P-22
HAT-P-23 b;2.09;1.212884;2010;1.368;0.0232;393.0;5924.0;Primary Transit;HAT-P-23
HAT-P-24 b;0.685;3.35524;2010;1.242;0.0465;306.0;6373.0;Primary Transit;HAT-P-24
HAT-P-25 b;0.567;3.652836;2010;1.19;0.0466;297.0;5500.0;Primary Transit;HAT-P-25
HAT-P-26 b;0.0585;4.234516;2010;0.5647;0.0479;134.0;5079.0;Primary Transit;HAT-P-26
HAT-P-27 b;0.66;3.0395803;2011;1.055;0.0403;204.0;5300.0;Primary Transit;HAT-P-27
HAT-P-28 b;0.626;3.257215;2011;1.212;0.0434;395.0;5680.0;Primary Transit;HAT-P-28
HAT-P-29 b;0.778;5.723186;2011;1.107;0.0667;322.0;6087.0;Primary Transit;HAT-P-29
HAT-P-3 b;0.591;2.899703;2007;0.827;0.03866;130.0;5224.0;Primary Transit;HAT-P-3
HAT-P-30 b;0.711;2.810595;2011;1.34;0.0419;193.0;6250.0;Primary Transit;HAT-P-30
HAT-P-31 b;2.171;5.005425;2011;1.07;0.055;354.0;6065.0;Primary Transit;HAT-P-31
HAT-P-32 b;0.75;2.15000825;2011;1.789;0.03427;320.0;6001.0;Primary Transit;HAT-P-32
HAT-P-33 b;0.763;3.474474;2011;1.827;0.0503;419.0;6401.0;Primary Transit;HAT-P-33
HAT-P-34 b;3.328;5.452654;2012;1.107;0.0677;257.0;6509.0;Primary Transit;HAT-P-34
HAT-P-35 b;1.054;3.646706;2012;1.332;0.0498;535.0;6096.0;Primary Transit;HAT-P-35
HAT-P-36 b;1.832;1.327347;2012;1.264;0.0238;317.0;5580.0;Primary Transit;HAT-P-36
HAT-P-37 b;1.169;2.797436;2012;1.178;0.0379;411.0;5500.0;Primary Transit;HAT-P-37
HAT-P-38 b;0.267;4.640382;2012;0.825;0.0523;249.0;5330.0;Primary Transit;HAT-P-38
HAT-P-39 b;0.599;3.54387;2012;1.571;0.0509;642.0;6430.0;Primary Transit;HAT-P-39
HAT-P-4 b;0.68;3.0565114;2007;1.27;0.0446;310.0;5890.0;Primary Transit;HAT-P-4
HAT-P-40 b;0.615;4.457243;2012;1.73;0.0608;501.0;6080.0;Primary Transit;HAT-P-40
HAT-P-41 b;0.8;2.694047;2012;1.685;0.0426;344.0;6479.0;Primary Transit;HAT-P-41
HAT-P-42 b;0.975;4.641876;2012;1.277;0.0575;447.0;5743.0;Primary Transit;HAT-P-42
HAT-P-43 b;0.66;3.332688;2012;1.283;0.0443;543.0;5645.0;Primary Transit;HAT-P-43
HAT-P-44 b;0.392;4.301217;2013;1.28;0.0507;374.0;5295.0;Primary Transit;HAT-P-44
HAT-P-44 c;1.6;219.9;2013;;0.699;374.0;5295.0;Primary Transit;HAT-P-44
HAT-P-45 b;0.892;3.128992;2013;1.426;0.0452;305.0;6330.0;Primary Transit;HAT-P-45
HAT-P-46 b;0.493;4.463129;2013;1.284;0.0577;296.0;6120.0;Primary Transit;HAT-P-46
HAT-P-46 c;2.0;77.7;2013;;0.387;296.0;6120.0;Primary Transit;HAT-P-46
HAT-P-47 b;0.206;4.732182;2016;1.313;0.0615;268.0;6703.0;Primary Transit;HAT-P-47
HAT-P-48 b;0.168;4.40865;2016;1.131;0.0543;305.0;5946.0;Primary Transit;HAT-P-48
HAT-P-49 b;1.73;2.691548;2014;1.413;0.0438;322.0;6820.0;Primary Transit;HAT-P-49
HAT-P-5 b;1.06;2.788491;2007;1.252;0.04079;340.0;5960.0;Primary Transit;HAT-P-5
HAT-P-50 b;1.36;3.1220109;2015;1.288;0.0453;597.0;6280.0;Primary Transit;HAT-P-50
HAT-P-51 b;0.309;4.2180278;2015;1.293;0.05069;470.0;5449.0;Primary Transit;HAT-P-51
HAT-P-52 b;0.819;2.7535953;2015;1.009;0.03694;385.0;5131.0;Primary Transit;HAT-P-52
HAT-P-53 b;1.487;1.9616241;2015;1.318;0.03159;719.0;5956.0;Primary Transit;HAT-P-53
HAT-P-54 b;0.76;3.799847;2014;0.944;0.04117;135.8;4390.0;Primary Transit;HAT-P-54
HAT-P-55 b;0.582;3.5852467;2015;1.182;0.04604;480.0;5808.0;Primary Transit;HAT-P-55
HAT-P-56 b;2.31;2.79083;2015;1.51;0.0423;323.5;6566.0;Primary Transit;HAT-P-56
HAT-P-57 b;1.85;2.465295;2015;1.413;0.0406;303.0;7500.0;Primary Transit;HAT-P-57
HAT-P-58 b;0.372;4.013837;2020;1.332;0.04994;519.0;5931.0;Primary Transit;HAT-P-58
HAT-P-59 b;1.54;4.1419771;2020;1.123;0.05064;267.3;5678.0;Primary Transit;HAT-P-59
HAT-P-6 b;1.057;3.853003;2007;1.33;0.05235;200.0;6570.0;Primary Transit;HAT-P-6
HAT-P-60 b;0.574;4.7947813;2020;1.631;0.06277;235.4;6212.0;Primary Transit;HAT-P-60
HAT-P-61 b;1.057;1.90231289;2020;0.899;0.0301;343.2;5587.0;Primary Transit;HAT-P-61
HAT-P-62 b;0.761;2.6453235;2020;1.073;0.03772;353.1;5629.0;Primary Transit;HAT-P-62
HAT-P-63 b;0.614;3.377728;2020;1.119;0.04294;408.0;5400.0;Primary Transit;HAT-P-63
HAT-P-64 b;0.58;4.007232;2020;1.703;0.05387;635.0;6457.0;Primary Transit;HAT-P-64
HAT-P-65 b;0.527;2.6054552;2016;1.89;0.03951;841.0;5835.0;Primary Transit;HAT-P-65
HAT-P-66 b;0.783;2.972086;2016;1.59;0.04363;927.0;6002.0;Primary Transit;HAT-P-66
HAT-P-67 b;0.34;4.81010205;2017;2.085;0.06505;320.0;6406.0;Primary Transit;HAT-P-67
HAT-P-68 b;0.724;2.29840551;2020;1.072;0.02996;202.0;4508.0;Primary Transit;HAT-P-68
HAT-P-69 b;3.58;4.7869491;2019;1.676;0.06555;343.9;7724.0;Primary Transit;HAT-P-69
HAT-P-7 b;1.741;2.204735471;2008;1.431;0.0379;320.0;6259.0;Primary Transit;HAT-P-7
HAT-P-70 b;6.78;2.74432452;2019;1.87;0.04739;329.0;8450.0;Primary Transit;HAT-P-70
HAT-P-8 b;1.34;3.0763402;2008;1.5;0.0449;230.0;6200.0;Primary Transit;HAT-P-8
HAT-P-9 b;0.67;3.922814;2008;1.4;0.053;480.0;6350.0;Primary Transit;HAT-P-9
HATS-1 b;1.855;3.446459;2012;1.302;0.0444;303.0;5870.0;Primary Transit;HATS-1
HATS-10 b;0.526;3.312846;2015;0.969;0.0449;496.0;5880.0;Primary Transit;HATS-10
HATS-11 b;0.85;3.619188;2016;1.609;0.0507;967.34;6563.0;Primary Transit;HATS-11
HATS-12 b;2.38;3.142702;2016;0.692;0.0441;512.41;6357.0;Primary Transit;HATS-12
HATS-13 b;0.543;3.0440499;2015;1.212;0.04057;476.0;5523.0;Primary Transit;HATS-13
HATS-14 b;1.071;2.7667641;2015;1.039;0.03815;513.0;5346.0;Primary Transit;HATS-14
HATS-15 b;2.17;1.74748753;2014;1.105;0.02712;689.0;5311.0;Primary Transit;HATS-15
HATS-16 b;3.27;2.686502;2015;1.3;0.03744;774.0;5738.0;Primary Transit;HATS-16
HATS-17 b;1.338;16.254611;2016;0.777;0.1308;339.0;5846.0;Primary Transit;HATS-17
HATS-18 b;1.98;0.8378434;2016;1.337;0.01761;645.0;5600.0;Primary Transit;HATS-18
HATS-19 b;0.427;4.569673;2016;1.66;0.0589;780.0;5896.0;Primary Transit;HATS-19
HATS-2 b;1.345;1.354133;2013;1.168;0.023;360.0;5227.0;Primary Transit;HATS-2
HATS-20 b;0.273;3.7992969;2016;0.776;0.04619;454.0;5406.0;Primary Transit;HATS-20
HATS-21 b;0.332;3.5543973;2016;1.123;0.04676;286.0;5695.0;Primary Transit;HATS-21
HATS-22 b;2.74;4.7228124;2016;0.953;0.05025;207.9;4803.0;Primary Transit;HATS-22
HATS-23 b;1.47;2.1605156;2015;1.86;0.03397;747.0;5780.0;Primary Transit;HATS-23
HATS-24 b;2.44;1.3484954;2016;1.487;0.02547;510.0;6346.0;Primary Transit;HATS-24
HATS-25 b;0.613;4.2986432;2016;1.26;0.05163;466.0;5715.0;Primary Transit;HATS-25
HATS-26 b;0.65;3.3023881;2016;1.75;0.04735;907.0;6071.0;Primary Transit;HATS-26
HATS-27 b;0.53;4.637038;2016;1.5;0.0611;840.0;6438.0;Primary Transit;HATS-27
HATS-28 b;0.672;3.1810781;2016;1.194;0.04131;521.0;5498.0;Primary Transit;HATS-28
HATS-29 b;0.653;4.6058749;2016;1.251;0.05475;351.0;5670.0;Primary Transit;HATS-29
HATS-3 b;1.071;3.547851;2013;1.381;0.0485;453.0;6351.0;Primary Transit;HATS-3
HATS-30 b;0.706;3.1743516;2016;1.175;0.04354;339.0;5943.0;Primary Transit;HATS-30
HATS-31 b;0.88;3.37796;2016;1.64;0.0478;872.0;6050.0;Primary Transit;HATS-31
HATS-32 b;0.92;2.8126548;2016;1.249;0.04024;839.0;5700.0;Primary Transit;HATS-32
HATS-33 b;1.192;2.5495551;2016;1.23;0.03727;355.0;5659.0;Primary Transit;HATS-33
HATS-34 b;0.941;2.1061607;2016;1.43;0.03166;532.0;5380.0;Primary Transit;HATS-34
HATS-35 b;1.222;1.8209933;2016;1.464;0.03199;557.0;6300.0;Primary Transit;HATS-35
HATS-36 b;2.79;4.175186;2018;1.153;0.0523;878.65;5950.0;Primary Transit;HATS-36
HATS-37A b;0.099;4.3315366;2020;0.606;0.04913;211.1;5326.0;Primary Transit;HATS-37A
HATS-38 b;0.074;4.375021;2020;0.614;0.05036;347.7;5732.0;Primary Transit;HATS-38
HATS-39 b;0.63;4.5776348;2018;1.57;0.06;773.0;6572.0;Primary Transit;HATS-39
HATS-4 b;1.323;2.516729;2014;1.02;0.0362;420.0;5403.0;Primary Transit;HATS-4
HATS-40 b;1.59;3.2642736;2018;1.58;0.04997;1431.0;6460.0;Primary Transit;HATS-40
HATS-41 b;9.7;4.193649;2018;1.33;0.0583;800.0;6424.0;Primary Transit;HATS-41
HATS-42 b;1.88;2.292102;2018;1.4;0.03689;942.0;6060.0;Primary Transit;HATS-42
HATS-43 b;0.261;4.3888497;2017;1.18;0.04944;341.0;5099.0;Primary Transit;HATS-43
HATS-44 b;0.56;2.7439004;2017;1.067;0.03649;463.0;5080.0;Primary Transit;HATS-44
HATS-45 b;0.7;4.1876244;2017;1.286;0.05511;818.0;6450.0;Primary Transit;HATS-45
HATS-46 b;0.173;4.7423729;2017;0.903;0.05367;448.0;5495.0;Primary Transit;HATS-46
HATS-47 b;0.369;3.9228038;2020;1.117;0.04269;301.7;4512.0;Primary Transit;HATS-47
HATS-48A b;0.243;3.1316666;2020;0.8;0.03769;265.4;4546.0;Primary Transit;HATS-48A
HATS-49 b;0.353;4.1480467;2020;0.765;0.04515;324.6;4405.0;Primary Transit;HATS-49
HATS-5 b;0.237;4.763387;2014;0.912;0.0542;257.0;5304.0;Primary Transit;HATS-5
HATS-50 b;0.39;3.8297015;2017;1.13;0.05046;717.0;5990.0;Primary Transit;HATS-50
HATS-51 b;0.768;3.3488702;2017;1.41;0.04639;478.0;5758.0;Primary Transit;HATS-51
HATS-52 b;2.24;1.3665436;2017;1.382;0.02498;631.0;6010.0;Primary Transit;HATS-52
HATS-53 b;0.595;3.8537768;2017;1.34;0.04753;613.0;5644.0;Primary Transit;HATS-53
HATS-54 b;0.76;2.5441828;2018;1.067;0.03763;769.0;5702.0;Primary Transit;HATS-54
HATS-55 b;0.921;;2018;1.251;0.05412;623.6;6214.0;Primary Transit;HATS-55
HATS-56 b;0.602;4.324799;2018;1.688;0.06043;577.1;6536.0;Primary Transit;HATS-56
HATS-57 b;3.147;2.350621;2018;1.13;0.03493;280.0;5587.0;Primary Transit;HATS-57
HATS-58A b;1.03;4.2180896;2018;1.095;0.05798;492.0;7175.0;Primary Transit;HATS-58A
HATS-59 b;0.806;5.416081;2018;1.126;0.06112;654.0;5670.0;Primary Transit;HATS-59
HATS-59 c;;1422.0;2018;;2.5;654.0;5670.0;Radial Velocity;HATS-59
HATS-6 b;0.319;3.3252725;2014;0.998;0.03623;148.4;3724.0;Primary Transit;HATS-6
HATS-60 b;0.662;3.560829;2018;1.153;0.04708;494.7;5690.0;Primary Transit;HATS-60
HATS-61 b;3.4;7.817953;2018;1.195;0.07908;694.2;5541.0;Primary Transit;HATS-61
HATS-62 b;0.179;3.2768837;2018;1.055;0.04163;515.9;5435.0;Primary Transit;HATS-62
HATS-63 b;0.96;3.0566527;2018;1.207;0.04026;634.4;5626.0;Primary Transit;HATS-63
HATS-64 b;0.96;4.908897;2018;1.679;0.06562;1087.0;6560.0;Primary Transit;HATS-64
HATS-65 b;0.821;3.105161;2018;1.501;0.04497;491.0;6276.0;Primary Transit;HATS-65
HATS-66 b;5.33;3.1414391;2018;1.411;0.04714;1542.0;6606.0;Primary Transit;HATS-66
HATS-67 b;1.45;1.6091788;2018;1.685;0.03032;983.0;6605.0;Primary Transit;HATS-67
HATS-68 b;1.29;3.5862202;2018;1.2321;0.05071;619.0;6122.0;Primary Transit;HATS-68
HATS-69 b;0.577;2.2252577;2018;0.945;0.03211;420.3;5137.0;Primary Transit;HATS-69
HATS-7 b;0.12;3.185315;2015;0.563;0.04012;257.0;4985.0;Primary Transit;HATS-7
HATS-70 b;12.9;1.8882378;2018;1.384;0.03632;1307.0;7930.0;Primary Transit;HATS-70
HATS-71A b;0.45;3.7955213;2018;1.08;0.03946;140.68;3254.0;Primary Transit;HATS-71A
HATS-72 b;0.1254;7.3279474;2020;0.7224;0.066517;127.66;4656.1;Primary Transit;HATS-72
HATS-8 b;0.138;3.583893;2015;0.873;0.04667;829.0;5679.0;Primary Transit;HATS-8
HATS-9 b;0.839;1.915291;2015;1.236;0.0312;654.36;5599.0;Primary Transit;HATS-9
HD 100655 b;;157.57;2011;;0.76;122.0;4861.0;Radial Velocity;HD 100655
HD 100777 b;;383.7;2007;;1.03;52.8;5582.0;Radial Velocity;HD 100777
HD 10180 c;;5.75979;2010;;0.0641;39.4;5911.0;Radial Velocity;HD 10180
HD 10180 d;;16.3579;2010;;0.1286;39.4;5911.0;Radial Velocity;HD 10180
HD 10180 e;;49.745;2010;;0.2699;39.4;5911.0;Radial Velocity;HD 10180
HD 10180 f;;122.76;2010;;0.4929;39.4;5911.0;Radial Velocity;HD 10180
HD 10180 g;;601.2;2010;;1.422;39.4;5911.0;Radial Velocity;HD 10180
HD 10180 h;;2222.0;2010;;3.4;39.4;5911.0;Radial Velocity;HD 10180
HD 101930 b;;70.46;2005;;0.302;30.49;5079.0;Radial Velocity;HD 101930
HD 102117 b;;20.67;2004;;0.1532;42.0;5672.0;Radial Velocity;HD 102117
HD 102195 b;0.46;4.113775;2005;;0.049;28.98;5291.0;Radial Velocity;HD 102195
HD 102272 b;;127.58;2008;;0.614;360.0;4908.0;Radial Velocity;HD 102272
HD 102272 c;;520.0;2008;;1.57;360.0;4908.0;Radial Velocity;HD 102272
HD 102329 b;;778.1;2011;;2.01;158.0;4830.0;Radial Velocity;HD 102329
HD 102329 c;;1123.0;2010;;;158.0;4830.0;Radial Velocity;HD 102329
HD 102365 A b;;122.1;2011;;0.46;9.24;5650.0;Radial Velocity;HD 102365 A
HD 102843 b;;3090.9;2019;;4.074;62.85;5436.0;Radial Velocity;HD 102843
HD 102956 b;;6.4947;2010;;0.0807;126.0;5054.0;Radial Velocity;HD 102956
HD 103197 b;;47.84;2009;;0.249;49.3;5303.0;Radial Velocity;HD 103197
HD 103720 b;;4.5557;2014;;0.0498;41.6;5017.0;Radial Velocity;HD 103720
HD 103774 A b;;5.8881;2013;;0.07;55.0;6489.0;Radial Velocity;HD 103774 A
HD 103949 b;;120.878;2019;;0.439;26.52;4792.0;Radial Velocity;HD 103949
HD 104067 b;;55.806;2009;;0.2643;20.8;4969.0;Radial Velocity;HD 104067
HD 10442 b;;1043.0;2014;;2.335;;5034.0;Primary Transit;HD 10442
HD 104985 b;;199.505;2003;;0.95;102.0;4786.0;Radial Velocity;HD 104985
HD 106252 b;32.86;1600.0;2002;;2.7;37.44;5754.0;Radial Velocity;HD 106252
HD 106270 b;;2890.0;2011;;4.3;84.9;5638.0;Radial Velocity;HD 106270
HD 106315 b;0.03964;9.55237;2017;0.218;0.0907;109.0;6327.0;Primary Transit;HD 106315
HD 106315 c;0.04782;21.05704;2017;0.388;0.1536;109.0;6327.0;Primary Transit;HD 106315
HD 10647 b;;1003.0;2003;;2.03;17.3;6039.0;Radial Velocity;HD 10647
HD 106515 A b;;3630.0;2011;;4.59;35.2;5232.0;Radial Velocity;HD 106515 A
HD 106574 b;;1065.7;2018;;2.2;143.0;4501.0;Radial Velocity;HD 106574
GSC 6214-210 b;17.0;;2010;;320.0;145.0;;Imaging;GSC 6214-210
HD 10697 b;6.837;1075.69;2000;1.152;2.14;32.56;5600.0;Radial Velocity;HD 10697
HD 107148 b;;48.056;2006;;0.269;51.3;5797.0;Radial Velocity;HD 107148
HD 107148 c;;18.3267;2021;;0.1406;51.3;5797.0;Radial Velocity;HD 107148
HD 108147 b;;10.8985;2002;;0.102;38.57;6067.0;Radial Velocity;HD 108147
HD 108236 f;;29.54115;2020;0.17995;0.1758;64.6;5720.0;Primary Transit;HD108236
HD 108341 A b;;1129.0;2014;;2.0;49.4;5122.0;Radial Velocity;HD 108341 A
HD 108863 b;;443.4;2011;;1.4;139.0;4956.0;Radial Velocity;HD 108863
HD 108874 b;;395.4;2003;;1.051;68.5;5407.0;Radial Velocity;HD 108874
HD 108874 c;;1605.8;2005;;2.68;68.5;5407.0;Radial Velocity;HD 108874
HD 109246 b;;68.27;2010;;0.33;65.6;5844.0;Radial Velocity;HD 109246
HD 109271 b;;7.8543;2013;;0.079;62.0;5783.0;Radial Velocity;HD 109271
HD 109271 c;;30.93;2013;;0.196;62.0;5783.0;Radial Velocity;HD 109271
HD 109286 b;;520.1;2020;;1.259;55.5;5694.0;Radial Velocity;HD 109286
HD 109749 b;;5.23921;2005;0.99;0.0635;59.0;5610.0;Radial Velocity;HD 109749
HD 110014 b;;835.477;2009;;2.14;90.0;4445.0;Radial Velocity;HD 110014
HD 110014 c;;130.0;2015;;0.64;90.0;4445.0;Radial Velocity;HD 110014
HD 110113 b;4.55;2.541;2021;0.1829;0.035;106.3;5732.0;Primary Transit;HD 110113
HD 110113 c;;6.744;2021;;0.068;106.3;5732.0;Radial Velocity;HD 110113
HD 111232 b;;1143.0;2004;;1.97;29.0;5494.0;Radial Velocity;HD 111232
HD 111591 b;;1056.4;2017;;2.5;108.0;4884.0;Radial Velocity;HD 111591
HD 11231 b;;5.2049;2019;;0.0664;134.0;6500.0;Radial Velocity;HD 11231
HD 112640 b;;613.2;2020;;1.7;326.8;4155.0;Radial Velocity;HD 112640
HD 113337 b;;323.4;2013;;1.03;36.9;6577.0;Radial Velocity;HD 113337
HD 113337 c;;3264.7;2018;;4.8;36.9;6577.0;Radial Velocity;HD 113337
HD 113538 b;;663.2;2010;;1.24;15.8;4462.0;Radial Velocity;HD 113538
HD 113538 c;;1818.0;2010;;2.44;15.8;4462.0;Radial Velocity;HD 113538
HD 113996 b;;610.2;2017;;1.6;102.0;4181.0;Radial Velocity;HD 113996
HD 114386 b;;937.0;2003;;1.02;28.0;4819.0;Radial Velocity;HD 114386
HD 114386 c;;1046.0;2011;;;28.0;4819.0;Radial Velocity;HD 114386
HD 114613 b;;4000.0;2014;1.182;5.34;20.67;5641.0;Radial Velocity;HD 114613
HD 114729 A b;;1135.0;2002;;2.08;35.0;5662.0;Radial Velocity;HD 114729 A
HD 114783 b;6.3;493.7;2001;;1.16;20.4;5105.0;Radial Velocity;HD 114783
HD 114783 c;;4318.0;2010;;;20.4;5105.0;Radial Velocity;HD 114783
HD 11506 b;;1622.1;2007;;2.9;51.261;6030.0;Radial Velocity;HD 11506
HD 11506 c;;223.41;2009;;0.774;51.261;6030.0;Radial Velocity;HD 11506
HD 115594 b;;3700.0;2021;;5.0;218.39;5957.0;Radial Velocity;HD 115954
GU Psc b;11.0;;2014;1.35;2000.0;48.0;;Imaging;GU Psc
HD 116029 A b;;670.2;2011;;1.73;123.2;4951.0;Radial Velocity;HD 116029 A
HD 116029 A c;;907.0;2010;;;123.2;4951.0;Radial Velocity;HD 116029 A
HD 117207 b;;2627.08;2004;;3.78;33.0;5432.0;Radial Velocity;HD 117207
HD 11755 b;;433.7;2015;;1.08;231.5;4312.5;Radial Velocity;HD 11755
HD 117618 b;;25.8;2004;;0.18;38.0;5861.0;Radial Velocity;HD 117618
HD 118203 b;2.173;6.13498;2005;1.133;0.07082;88.6;5600.0;Radial Velocity;HD 118203
